1	1	0	0	1	1	2	5	0	0	0
1	1	0	0	1	2	3	2	0	0	0
1	1	0	0	1	3	4	4	0	0	0
1	1	0	0	1	4	5	2	0	0	0
1	1	0	0	1	5	6	9	0	0	0
1	1	0	0	1	7	8	0	2	0	0
1	1	0	0	1	10	11	2	0	1	0
1	1	0	0	1	11	12	4	0	0	0
1	1	0	0	1	12	13	2	0	0	0
1	1	0	0	1	15	16	0	2	0	0
1	1	0	0	1	16	17	0	0	1	0
1	1	0	0	1	17	18	3	0	0	0
1	1	0	0	1	18	19	4	0	0	0
1	1	0	0	1	20	21	4	0	0	0
1	1	0	0	1	22	23	1	0	0	0
1	1	0	0	1	23	24	8	0	0	0
1	1	0	0	1	25	26	2	0	0	0
1	1	0	0	1	26	27	4	0	0	0
1	1	0	0	1	27	28	5	0	0	0
1	1	0	0	1	28	29	4	0	0	0
1	1	0	0	1	29	30	7	0	0	0
1	1	0	0	1	30	31	1	0	0	0
1	1	0	0	1	32	33	4	0	0	0
1	1	0	0	1	33	34	5	0	0	0
1	1	0	0	1	37	38	0	0	1	0
1	1	0	0	1	39	40	0	0	3	0
1	1	0	0	1	40	41	5	0	0	0
1	1	0	0	1	42	43	4	0	0	0
1	1	0	0	1	44	45	0	1	0	0
1	1	0	0	1	45	46	0	0	5	0
1	1	0	0	1	46	47	2	0	0	0
1	1	0	0	1	47	48	3	0	0	0
1	1	0	0	1	48	49	1	0	0	0
1	1	0	0	1	49	50	2	0	0	0
1	1	0	0	1	50	51	2	0	0	0
1	1	0	0	1	51	52	1	0	0	0
1	1	0	0	1	55	56	1	0	0	0
1	1	0	0	1	56	57	4	0	0	0
1	1	0	0	1	58	59	9	0	0	0
1	1	0	0	1	59	60	1	0	0	0
1	1	0	0	1	61	62	6	0	0	0
1	1	0	0	1	63	64	7	0	0	0
1	1	0	0	1	66	67	5	0	0	0
1	1	0	0	1	68	69	0	1	0	0
1	1	0	0	1	69	70	6	0	0	0
1	1	0	0	1	70	71	2	0	0	0
1	1	0	0	1	71	72	2	0	0	0
1	1	0	0	1	73	74	8	0	0	0
1	1	0	0	1	74	75	1	0	0	0
1	1	0	0	1	76	77	2	0	0	0
1	1	0	0	1	77	78	6	0	0	0
1	1	0	0	1	79	80	0	3	0	0
1	1	0	0	1	80	81	0	0	1	0
1	1	0	0	1	81	82	7	0	0	0
1	1	0	0	1	82	83	1	0	0	0
1	1	0	0	1	84	85	2	0	0	0
1	1	0	0	1	86	87	4	0	0	0
1	1	0	0	1	87	88	6	0	0	0
1	1	0	0	1	89	90	5	0	0	0
1	1	0	0	1	91	92	5	0	0	0
1	1	0	0	1	92	93	3	0	0	0
1	1	0	0	1	93	94	1	0	0	0
1	1	0	0	1	94	95	5	0	0	0
1	1	0	0	1	97	98	8	0	0	0
1	1	0	0	1	98	99	1	0	0	0
1	1	0	0	1	99	100	6	0	0	0
2	2	0	0	1	2	3	4	0	0	0
2	2	0	0	1	5	6	2	0	0	0
2	2	0	0	1	7	8	0	1	0	0
2	2	0	0	1	10	11	1	0	0	0
2	2	0	0	1	11	12	1	0	0	0
2	2	0	0	1	12	13	1	0	0	0
2	2	0	0	1	15	16	0	1	0	0
2	2	0	0	1	18	19	2	0	0	0
2	2	0	0	1	20	21	3	0	0	0
2	2	0	0	1	23	24	4	0	0	0
2	2	0	0	1	32	33	0	0	1	0
2	2	0	0	1	33	34	3	0	0	0
2	2	0	0	1	39	40	0	0	2	0
2	2	0	0	1	40	41	2	0	0	0
2	2	0	0	1	45	46	1	0	1	0
2	2	0	0	1	47	48	3	0	0	0
2	2	0	0	1	49	50	1	0	0	0
2	2	0	0	1	52	53	1	0	0	0
2	2	0	0	1	55	56	2	0	0	0
2	2	0	0	1	58	59	2	0	0	0
2	2	0	0	1	61	62	1	0	0	0
2	2	0	0	1	63	64	2	0	0	0
2	2	0	0	1	66	67	2	0	0	0
2	2	0	0	1	68	69	1	0	0	0
2	2	0	0	1	69	70	2	0	0	0
2	2	0	0	1	70	71	1	0	0	0
2	2	0	0	1	73	74	4	0	0	0
2	2	0	0	1	74	75	3	0	0	0
2	2	0	0	1	77	78	1	0	0	0
2	2	0	0	1	79	80	0	1	0	0
2	2	0	0	1	81	82	1	0	0	0
2	2	0	0	1	84	85	3	0	4	0
2	2	0	0	1	87	88	2	0	0	0
2	2	0	0	1	89	90	1	0	0	0
2	2	0	0	1	91	92	3	0	0	0
2	2	0	0	1	97	98	2	0	0	0
2	2	0	0	1	99	100	3	0	0	0
3	3	0	0	1	1	2	3	0	0	0
3	3	0	0	1	3	4	2	0	0	0
3	3	0	0	1	5	6	2	0	0	0
3	3	0	0	1	7	8	0	3	0	0
3	3	0	0	1	10	11	4	0	0	0
3	3	0	0	1	11	12	4	0	2	0
3	3	0	0	1	12	13	1	0	0	0
3	3	0	0	1	13	14	2	0	0	0
3	3	0	0	1	15	16	0	1	0	0
3	3	0	0	1	17	18	5	0	0	0
3	3	0	0	1	19	20	1	0	0	0
3	3	0	0	1	20	21	1	0	0	0
3	3	0	0	1	22	23	3	0	0	0
3	3	0	0	1	23	24	7	0	0	0
3	3	0	0	1	26	27	2	0	0	0
3	3	0	0	1	27	28	3	0	0	0
3	3	0	0	1	28	29	2	0	0	0
3	3	0	0	1	29	30	1	0	0	0
3	3	0	0	1	30	31	2	0	0	0
3	3	0	0	1	32	33	5	0	0	0
3	3	0	0	1	33	34	1	0	0	0
3	3	0	0	1	35	36	2	0	0	0
3	3	0	0	1	36	37	0	3	0	0
3	3	0	0	1	39	40	0	0	7	0
3	3	0	0	1	40	41	3	0	0	0
3	3	0	0	1	41	42	2	0	0	0
3	3	0	0	1	42	43	1	0	0	0
3	3	0	0	1	44	45	0	2	0	0
3	3	0	0	1	45	46	0	0	1	0
3	3	0	0	1	46	47	1	0	0	0
3	3	0	0	1	47	48	3	0	0	0
3	3	0	0	1	49	50	1	0	0	0
3	3	0	0	1	50	51	0	0	1	0
3	3	0	0	1	55	56	2	0	0	0
3	3	0	0	1	56	57	2	0	0	0
3	3	0	0	1	58	59	4	0	0	0
3	3	0	0	1	61	62	1	0	0	0
3	3	0	0	1	62	63	2	0	0	0
3	3	0	0	1	63	64	7	0	0	0
3	3	0	0	1	64	65	1	0	0	0
3	3	0	0	1	65	66	6	0	0	0
3	3	0	0	1	66	67	5	0	0	0
3	3	0	0	1	69	70	4	0	0	0
3	3	0	0	1	73	74	2	0	0	0
3	3	0	0	1	76	77	3	0	0	0
3	3	0	0	1	77	78	7	0	0	0
3	3	0	0	1	81	82	5	0	0	0
3	3	0	0	1	84	85	2	0	0	0
3	3	0	0	1	85	86	2	0	0	0
3	3	0	0	1	87	88	3	0	0	0
3	3	0	0	1	88	89	1	0	0	0
3	3	0	0	1	90	91	1	0	0	0
3	3	0	0	1	91	92	1	0	0	0
3	3	0	0	1	92	93	1	0	0	0
3	3	0	0	1	94	95	1	0	0	0
3	3	0	0	1	96	97	1	0	0	0
3	3	0	0	1	97	98	1	0	0	0
3	3	0	0	1	98	99	2	0	0	0
3	3	0	0	1	99	100	1	0	0	0
4	4	0	0	1	1	2	4	0	0	0
4	4	0	0	1	2	3	1	0	0	0
4	4	0	0	1	4	5	2	0	0	0
4	4	0	0	1	5	6	4	0	0	0
4	4	0	0	1	7	8	3	1	0	0
4	4	0	0	1	8	9	1	0	0	0
4	4	0	0	1	10	11	3	0	0	0
4	4	0	0	1	11	12	3	0	0	0
4	4	0	0	1	12	13	4	0	0	0
4	4	0	0	1	15	16	1	1	0	0
4	4	0	0	1	17	18	2	0	0	0
4	4	0	0	1	18	19	4	0	0	0
4	4	0	0	1	20	21	1	0	0	0
4	4	0	0	1	21	22	1	0	0	0
4	4	0	0	1	22	23	2	0	0	0
4	4	0	0	1	23	24	1	0	0	0
4	4	0	0	1	25	26	1	0	0	0
4	4	0	0	1	27	28	2	0	0	0
4	4	0	0	1	29	30	3	0	0	0
4	4	0	0	1	32	33	1	0	1	0
4	4	0	0	1	33	34	5	0	0	0
4	4	0	0	1	39	40	0	0	2	0
4	4	0	0	1	40	41	2	0	0	0
4	4	0	0	1	42	43	2	0	0	0
4	4	0	0	1	44	45	1	1	0	0
4	4	0	0	1	46	47	1	0	0	0
4	4	0	0	1	47	48	4	0	0	0
4	4	0	0	1	50	51	2	0	0	0
4	4	0	0	1	51	52	1	0	0	0
4	4	0	0	1	56	57	3	0	0	0
4	4	0	0	1	58	59	4	0	0	0
4	4	0	0	1	59	60	1	0	0	0
4	4	0	0	1	61	62	4	0	0	0
4	4	0	0	1	63	64	1	0	0	0
4	4	0	0	1	65	66	1	0	0	0
4	4	0	0	1	66	67	4	0	0	0
4	4	0	0	1	68	69	1	0	0	0
4	4	0	0	1	69	70	5	0	0	0
4	4	0	0	1	70	71	1	1	0	0
4	4	0	0	1	76	77	1	0	0	0
4	4	0	0	1	77	78	3	0	0	0
4	4	0	0	1	80	81	0	0	1	0
4	4	0	0	1	81	82	4	0	0	0
4	4	0	0	1	84	85	2	0	0	0
4	4	0	0	1	86	87	1	0	0	0
4	4	0	0	1	87	88	2	2	0	0
4	4	0	0	1	90	91	2	0	0	0
4	4	0	0	1	91	92	1	0	0	0
4	4	0	0	1	92	93	1	0	0	0
4	4	0	0	1	93	94	1	0	0	0
4	4	0	0	1	94	95	1	0	0	0
4	4	0	0	1	97	98	2	0	0	0
4	4	0	0	1	98	99	1	0	0	0
4	4	0	0	1	99	100	1	0	0	0
5	5	0	0	1	1	2	5	0	0	0
5	5	0	0	1	3	4	4	0	0	0
5	5	0	0	1	5	6	2	0	0	0
5	5	0	0	1	7	8	1	0	0	0
5	5	0	0	1	10	11	2	0	0	0
5	5	0	0	1	11	12	1	0	0	0
5	5	0	0	1	17	18	1	0	0	0
5	5	0	0	1	18	19	3	0	0	0
5	5	0	0	1	20	21	1	0	0	0
5	5	0	0	1	22	23	3	0	0	0
5	5	0	0	1	23	24	3	0	0	0
5	5	0	0	1	25	26	1	0	0	0
5	5	0	0	1	27	28	3	0	0	0
5	5	0	0	1	28	29	3	0	0	0
5	5	0	0	1	32	33	3	0	1	0
5	5	0	0	1	33	34	1	0	0	0
5	5	0	0	1	39	40	0	0	3	0
5	5	0	0	1	40	41	1	0	0	0
5	5	0	0	1	42	43	1	0	0	0
5	5	0	0	1	45	46	0	0	2	0
5	5	0	0	1	46	47	1	0	0	0
5	5	0	0	1	47	48	3	0	0	0
5	5	0	0	1	49	50	1	0	0	0
5	5	0	0	1	55	56	2	0	0	0
5	5	0	0	1	58	59	5	0	0	0
5	5	0	0	1	61	62	1	0	0	0
5	5	0	0	1	63	64	2	0	0	0
5	5	0	0	1	65	66	3	0	0	0
5	5	0	0	1	68	69	2	0	0	0
5	5	0	0	1	69	70	3	0	0	0
5	5	0	0	1	76	77	2	0	0	0
5	5	0	0	1	77	78	3	0	0	0
5	5	0	0	1	81	82	2	0	0	0
5	5	0	0	1	84	85	2	0	0	0
5	5	0	0	1	86	87	1	0	0	0
5	5	0	0	1	87	88	3	0	0	0
5	5	0	0	1	88	89	1	0	0	0
5	5	0	0	1	89	90	1	0	0	0
5	5	0	0	1	90	91	1	0	0	0
5	5	0	0	1	91	92	3	0	0	0
5	5	0	0	1	92	93	1	0	0	0
5	5	0	0	1	98	99	3	0	0	0
5	5	0	0	1	99	100	2	0	0	0
6	6	0	0	1	1	2	2	0	0	0
6	6	0	0	1	3	4	3	0	0	0
6	6	0	0	1	7	8	0	1	0	0
6	6	0	0	1	10	11	1	0	0	0
6	6	0	0	1	12	13	2	0	0	0
6	6	0	0	1	17	18	2	0	0	0
6	6	0	0	1	20	21	5	0	0	0
6	6	0	0	1	22	23	3	0	0	0
6	6	0	0	1	23	24	2	0	0	0
6	6	0	0	1	27	28	2	0	0	0
6	6	0	0	1	28	29	1	0	0	0
6	6	0	0	1	29	30	4	0	0	0
6	6	0	0	1	33	34	1	0	0	0
6	6	0	0	1	39	40	0	0	3	0
6	6	0	0	1	41	42	1	0	0	0
6	6	0	0	1	45	46	0	0	2	0
6	6	0	0	1	47	48	3	0	0	0
6	6	0	0	1	55	56	2	0	0	0
6	6	0	0	1	58	59	2	0	0	0
6	6	0	0	1	62	63	1	0	0	0
6	6	0	0	1	63	64	1	0	0	0
6	6	0	0	1	65	66	2	0	0	0
6	6	0	0	1	66	67	1	0	0	0
6	6	0	0	1	69	70	2	0	0	0
6	6	0	0	1	76	77	1	0	0	0
6	6	0	0	1	81	82	2	0	0	0
6	6	0	0	1	86	87	2	0	0	0
6	6	0	0	1	92	93	2	0	0	0
6	6	0	0	1	98	99	1	0	0	0
6	6	0	0	1	99	100	1	0	0	0
7	7	0	0	1	1	2	4	0	0	0
7	7	0	0	1	2	3	1	0	0	0
7	7	0	0	1	3	4	4	0	0	0
7	7	0	0	1	5	6	6	0	0	0
7	7	0	0	1	7	8	3	3	0	0
7	7	0	0	1	10	11	3	0	0	0
7	7	0	0	1	11	12	3	0	0	0
7	7	0	0	1	12	13	1	0	1	0
7	7	0	0	1	13	14	2	0	0	0
7	7	0	0	1	17	18	4	0	0	0
7	7	0	0	1	18	19	2	0	0	0
7	7	0	0	1	19	20	1	0	0	0
7	7	0	0	1	20	21	1	0	0	0
7	7	0	0	1	21	22	1	0	0	0
7	7	0	0	1	23	24	5	0	0	0
7	7	0	0	1	25	26	1	0	0	0
7	7	0	0	1	27	28	4	0	0	0
7	7	0	0	1	28	29	2	0	0	0
7	7	0	0	1	29	30	1	0	0	0
7	7	0	0	1	30	31	3	0	0	0
7	7	0	0	1	32	33	2	0	0	0
7	7	0	0	1	33	34	3	0	0	0
7	7	0	0	1	34	35	1	1	0	0
7	7	0	0	1	35	36	0	0	1	0
7	7	0	0	1	36	37	1	0	0	0
7	7	0	0	1	37	38	0	0	2	0
7	7	0	0	1	39	40	0	0	4	0
7	7	0	0	1	40	41	1	0	0	0
7	7	0	0	1	41	42	1	0	0	0
7	7	0	0	1	44	45	0	1	0	0
7	7	0	0	1	45	46	0	0	1	0
7	7	0	0	1	47	48	5	0	0	0
7	7	0	0	1	48	49	1	0	0	0
7	7	0	0	1	49	50	2	0	0	0
7	7	0	0	1	51	52	1	0	0	0
7	7	0	0	1	52	53	1	0	0	0
7	7	0	0	1	55	56	2	0	0	0
7	7	0	0	1	56	57	1	0	0	0
7	7	0	0	1	58	59	2	0	0	0
7	7	0	0	1	62	63	1	0	0	0
7	7	0	0	1	63	64	2	0	0	0
7	7	0	0	1	64	65	0	0	1	0
7	7	0	0	1	66	67	4	0	0	0
7	7	0	0	1	69	70	7	0	0	0
7	7	0	0	1	72	73	2	0	0	0
7	7	0	0	1	73	74	2	0	0	0
7	7	0	0	1	76	77	7	0	0	0
7	7	0	0	1	77	78	7	0	0	0
7	7	0	0	1	78	79	1	0	0	0
7	7	0	0	1	81	82	6	0	0	0
7	7	0	0	1	84	85	8	0	0	0
7	7	0	0	1	87	88	2	0	0	0
7	7	0	0	1	88	89	1	0	0	0
7	7	0	0	1	91	92	1	0	0	0
7	7	0	0	1	92	93	4	0	0	0
7	7	0	0	1	94	95	2	0	0	0
7	7	0	0	1	98	99	3	0	0	0
7	7	0	0	1	99	100	2	0	0	0
8	8	0	0	1	1	2	2	0	0	0
8	8	0	0	1	2	3	6	0	0	0
8	8	0	0	1	3	4	2	0	0	0
8	8	0	0	1	4	5	1	0	0	0
8	8	0	0	1	5	6	3	0	0	0
8	8	0	0	1	7	8	0	3	0	0
8	8	0	0	1	10	11	1	0	0	0
8	8	0	0	1	11	12	4	0	0	0
8	8	0	0	1	14	15	1	0	0	0
8	8	0	0	1	15	16	0	5	0	0
8	8	0	0	1	17	18	1	0	0	0
8	8	0	0	1	18	19	4	0	0	0
8	8	0	0	1	20	21	2	0	0	0
8	8	0	0	1	23	24	1	0	0	0
8	8	0	0	1	27	28	1	0	0	0
8	8	0	0	1	30	31	5	0	0	0
8	8	0	0	1	32	33	3	0	0	0
8	8	0	0	1	33	34	5	0	0	0
8	8	0	0	1	40	41	1	0	0	0
8	8	0	0	1	42	43	2	0	0	0
8	8	0	0	1	45	46	0	0	2	0
8	8	0	0	1	46	47	2	0	0	0
8	8	0	0	1	47	48	6	0	0	0
8	8	0	0	1	49	50	3	0	0	0
8	8	0	0	1	50	51	3	0	0	0
8	8	0	0	1	51	52	1	0	0	0
8	8	0	0	1	53	54	1	0	0	0
8	8	0	0	1	55	56	5	0	0	0
8	8	0	0	1	56	57	2	0	0	0
8	8	0	0	1	58	59	1	0	0	0
8	8	0	0	1	59	60	2	0	0	0
8	8	0	0	1	61	62	1	0	0	0
8	8	0	0	1	63	64	3	0	0	0
8	8	0	0	1	66	67	2	0	0	0
8	8	0	0	1	69	70	6	0	0	0
8	8	0	0	1	70	71	3	0	0	0
8	8	0	0	1	71	72	2	0	0	0
8	8	0	0	1	73	74	3	0	0	0
8	8	0	0	1	77	78	3	0	0	0
8	8	0	0	1	78	79	4	0	0	0
8	8	0	0	1	80	81	0	0	3	0
8	8	0	0	1	81	82	4	0	0	0
8	8	0	0	1	84	85	7	0	0	0
8	8	0	0	1	86	87	1	0	0	0
8	8	0	0	1	87	88	7	0	0	0
8	8	0	0	1	89	90	4	0	0	0
8	8	0	0	1	91	92	3	0	0	0
8	8	0	0	1	92	93	4	0	0	0
8	8	0	0	1	94	95	4	0	0	0
8	8	0	0	1	96	97	1	0	0	0
8	8	0	0	1	97	98	2	0	0	0
8	8	0	0	1	98	99	2	0	0	0
8	8	0	0	1	99	100	3	0	0	0
9	9	0	0	1	1	2	9	0	0	0
9	9	0	0	1	2	3	2	0	0	0
9	9	0	0	1	3	4	4	0	0	0
9	9	0	0	1	5	6	6	0	0	0
9	9	0	0	1	6	7	1	0	0	0
9	9	0	0	1	7	8	1	3	0	0
9	9	0	0	1	10	11	9	0	0	0
9	9	0	0	1	11	12	4	0	0	0
9	9	0	0	1	12	13	3	0	0	0
9	9	0	0	1	15	16	0	1	0	0
9	9	0	0	1	17	18	1	0	0	0
9	9	0	0	1	18	19	5	0	0	0
9	9	0	0	1	19	20	2	0	0	0
9	9	0	0	1	20	21	5	0	0	0
9	9	0	0	1	22	23	4	0	0	0
9	9	0	0	1	23	24	8	0	0	0
9	9	0	0	1	24	25	1	0	0	0
9	9	0	0	1	25	26	2	0	0	0
9	9	0	0	1	26	27	4	0	0	0
9	9	0	0	1	27	28	4	0	0	0
9	9	0	0	1	28	29	3	0	0	0
9	9	0	0	1	29	30	1	0	0	0
9	9	0	0	1	30	31	2	0	0	0
9	9	0	0	1	32	33	8	0	0	0
9	9	0	0	1	33	34	3	0	0	0
9	9	0	0	1	34	35	1	0	0	0
9	9	0	0	1	35	36	3	0	0	0
9	9	0	0	1	36	37	1	1	0	0
9	9	0	0	1	39	40	2	0	1	0
9	9	0	0	1	40	41	3	0	0	0
9	9	0	0	1	41	42	2	0	0	0
9	9	0	0	1	42	43	4	0	0	0
9	9	0	0	1	44	45	3	1	0	0
9	9	0	0	1	45	46	3	0	1	0
9	9	0	0	1	46	47	1	0	0	0
9	9	0	0	1	47	48	4	0	0	0
9	9	0	0	1	48	49	1	0	0	0
9	9	0	0	1	49	50	4	0	0	0
9	9	0	0	1	50	51	1	0	0	0
9	9	0	0	1	51	52	1	0	0	0
9	9	0	0	1	55	56	5	0	0	0
9	9	0	0	1	56	57	1	0	0	0
9	9	0	0	1	57	58	1	0	0	0
9	9	0	0	1	58	59	8	0	0	0
9	9	0	0	1	59	60	3	0	0	0
9	9	0	0	1	61	62	3	0	0	0
9	9	0	0	1	63	64	7	0	0	0
9	9	0	0	1	64	65	1	0	0	0
9	9	0	0	1	65	66	3	0	0	0
9	9	0	0	1	66	67	8	0	0	0
9	9	0	0	1	69	70	6	0	0	0
9	9	0	0	1	73	74	2	0	0	0
9	9	0	0	1	74	75	1	0	0	0
9	9	0	0	1	76	77	7	0	0	0
9	9	0	0	1	77	78	4	0	0	0
9	9	0	0	1	78	79	1	0	0	0
9	9	0	0	1	79	80	0	1	0	0
9	9	0	0	1	80	81	0	0	1	0
9	9	0	0	1	81	82	7	0	0	0
9	9	0	0	1	84	85	4	0	0	0
9	9	0	0	1	87	88	2	0	0	0
9	9	0	0	1	88	89	1	0	0	0
9	9	0	0	1	89	90	1	0	0	0
9	9	0	0	1	91	92	1	0	0	0
9	9	0	0	1	92	93	1	0	0	0
9	9	0	0	1	94	95	5	0	0	0
9	9	0	0	1	95	96	1	0	0	0
9	9	0	0	1	96	97	2	0	0	0
9	9	0	0	1	97	98	1	0	0	0
9	9	0	0	1	98	99	5	0	0	0
9	9	0	0	1	99	100	2	0	0	0
10	10	0	0	1	1	2	1	0	0	0
10	10	0	0	1	3	4	3	0	0	0
10	10	0	0	1	5	6	2	0	0	0
10	10	0	0	1	7	8	0	1	0	0
10	10	0	0	1	8	9	0	0	1	0
10	10	0	0	1	11	12	2	0	0	0
10	10	0	0	1	12	13	2	0	0	0
10	10	0	0	1	15	16	0	1	0	0
10	10	0	0	1	17	18	2	0	0	0
10	10	0	0	1	18	19	3	0	0	0
10	10	0	0	1	20	21	6	0	0	0
10	10	0	0	1	21	22	1	0	1	0
